row,repository,group,component,state,evidence,snapshot,source_paths
Eclexia,eclexia,Languages and research,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",docs/roadmap/SELF-HOSTING-ROADMAP.md
Eclexia,eclexia,Languages and research,Code generators,I,Rust lexer/parser/compiler/bytecode/VM/CLI and standard-library implementation inspected.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",compiler/eclexia-codegen/Cargo.toml; compiler/eclexia-codegen/src/bytecode.rs; compiler/eclexia-codegen/src/lib.rs
Eclexia,eclexia,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",
Eclexia,eclexia,Languages and research,FFI / ABI / verifier,!,Oikosbot expects a JSON policy protocol and --input interface that the inspected Eclexia CLI does not implement. Resource provenance/units and runtime correspondence remain open.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",ffi/zig/build.zig; ffi/zig/src/main.zig; ffi/zig/src/resource.zig
Eclexia,eclexia,Languages and research,Standard library,I,Rust lexer/parser/compiler/bytecode/VM/CLI and standard-library implementation inspected.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",docs/stdlib-index.html; stdlib/README.md; stdlib/async.ecl
Eclexia,eclexia,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",
Eclexia,eclexia,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",.machine_readable/6a2/ECOSYSTEM.a2ml; compiler/eclexia/src/package_manager.rs; libraries/eclexia-cli/Cargo.toml
Eclexia,eclexia,Languages and research,Unit / conformance tests,T,The two conformance test harnesses passed for this local snapshot.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",compiler/eclexia-codegen/tests/integration_test.rs; compiler/eclexia-codegen/tests/pipeline_test.rs; compiler/eclexia/src/test_runner.rs
Eclexia,eclexia,Languages and research,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",.clusterfuzzlite/Dockerfile; .clusterfuzzlite/build.sh; .clusterfuzzlite/project.yaml
Eclexia,eclexia,Languages and research,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",formal/agda/ResourceTracking.agda; formal/coq/src/Echo.v; formal/coq/src/EchoThermo.v
Eclexia,eclexia,Languages and research,Proof / runtime correspondence,!,Oikosbot expects a JSON policy protocol and --input interface that the inspected Eclexia CLI does not implement. Resource provenance/units and runtime correspondence remain open.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",docs/proof-debt.md
Eclexia,eclexia,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",.github/workflows/build.yml; .github/workflows/cargo-audit.yml; .github/workflows/cflite_batch.yml
Eclexia,eclexia,Languages and research,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",benches/bench_energy.ecl; benches/bench_example.ecl; compiler/eclexia-tiered/src/profile.rs
Eclexia,eclexia,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"6025f7742d99b0925bdf64ba5f5aa7af1664d0f2; ## main...origin/main [ahead 109, behind 9]",formal/coq/manifest.scm; guix.scm
Ephapax v2,ephapax,Languages and research,Syntax,D,Current Rust/Idris frontend and layered linear-region semantics reviewed; do not inherit guarantees from the failed v1.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",docs/v2-grammar-and-codegen-gaps-2026-06-16.adoc; editors/tree-sitter-ephapax/grammar.js; editors/vscode/syntaxes/ephapax.tmLanguage.json
Ephapax v2,ephapax,Languages and research,Semantics,D,Current Rust/Idris frontend and layered linear-region semantics reviewed; do not inherit guarantees from the failed v1.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",formal/Semantics.v; formal/Semantics_L1.v
Ephapax v2,ephapax,Languages and research,Type checker,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",docs/sessions/SESSION-2026-03-28-type-checker-audit.adoc; formal/Typing.v; formal/TypingL1.v
Ephapax v2,ephapax,Languages and research,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",conformance/invalid/linear_not_consumed.eph; conformance/invalid/linear_used_twice.eph; conformance/invalid/region_linear_not_consumed.eph
Ephapax v2,ephapax,Languages and research,AST,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",formal/Syntax.v; idris2/src/Ephapax/IR/AST.idr
Ephapax v2,ephapax,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",
Ephapax v2,ephapax,Languages and research,Lexer,I,Current parser implementation inspected; 62 unit tests and one additional parser test passed.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",.github/workflows/secret-scanner.yml; idris2/src/Ephapax/Parse/Lexer.idr; src/ephapax-lexer/Cargo.toml
Ephapax v2,ephapax,Languages and research,Parser,I,Current parser implementation inspected; 62 unit tests and one additional parser test passed.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",docs/v2-grammar-and-codegen-gaps-2026-06-16.adoc; editors/tree-sitter-ephapax/grammar.js; ephapax-linear/grammar/affine.ebnf
Ephapax v2,ephapax,Languages and research,Elaboration / IR,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",idris2/src/Ephapax/IR/AST.idr; idris2/src/Ephapax/IR/Decode.idr; idris2/src/Ephapax/IR/SExpr.idr
Ephapax v2,ephapax,Languages and research,REPL,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",formal/INTERACTIVE-PROOF-SESSION.md; src/ephapax-repl/Cargo.toml; src/ephapax-repl/src/lib.rs
Ephapax v2,ephapax,Languages and research,LSP / debugger,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",src/ephapax-lsp/Cargo.toml; src/ephapax-lsp/src/main.rs; tools/ephapax-lsp/Cargo.lock
Ephapax v2,ephapax,Languages and research,Interpreter / runner,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",src/ephapax-runtime/Cargo.toml; src/ephapax-runtime/src/lib.rs; src/ephapax-runtime/src/list.rs
Ephapax v2,ephapax,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",
Ephapax v2,ephapax,Languages and research,Compiler / build,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",
Ephapax v2,ephapax,Languages and research,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",scripts/bootstrap-provers.sh
Ephapax v2,ephapax,Languages and research,Code generators,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",docs/v2-grammar-and-codegen-gaps-2026-06-16.adoc; idris2/src/Ephapax/Affine/Emit.idr
Ephapax v2,ephapax,Languages and research,Coprocessor / GPU,!,Zig coprocessor shim is explicitly a stub: native backend capabilities report unavailable. ABI design does not establish acceleration.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",tools/coproc/ephapax_coproc.zig
Ephapax v2,ephapax,Languages and research,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",conformance/valid/ffi_basic.eph; conformance/valid/ffi_linear_handle.eph; examples/ffi/01-ffi-basic.eph
Ephapax v2,ephapax,Languages and research,Standard library,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",src/ephapax-cli/tests/v2_stdlib_import.rs; src/ephapax-stdlib/Cargo.toml; src/ephapax-stdlib/src/lib.rs
Ephapax v2,ephapax,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",
Ephapax v2,ephapax,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",.machine_readable/6a2/ECOSYSTEM.a2ml
Ephapax v2,ephapax,Languages and research,Unit / conformance tests,T,Parser slice: 62 + 1 tests passed. Not a full compiler/runtime validation.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",conformance/README.md; conformance/invalid/branch_inconsistent.eph; conformance/invalid/linear_not_consumed.eph
Ephapax v2,ephapax,Languages and research,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",src/ephapax-cli/tests/property_tests.proptest-regressions; src/ephapax-cli/tests/property_tests.rs; tests/fuzz/.gitignore
Ephapax v2,ephapax,Languages and research,Formal model / proofs,!,Semantics_L1.v still admits preservation and a supporting lemma; higher-layer claims depend on this boundary.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",formal/Semantics_L1.v
Ephapax v2,ephapax,Languages and research,Proof / runtime correspondence,!,Semantics_L1.v still admits preservation and a supporting lemma; higher-layer claims depend on this boundary.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",formal/Semantics_L1.v
Ephapax v2,ephapax,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",.github/workflows/abi-verify.yml; .github/workflows/boj-build.yml; .github/workflows/codeql.yml
Ephapax v2,ephapax,Languages and research,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",brand/hero/social-profile.png; docs/testing-and-bench-strategy.adoc; spec/ARG-PROFILE.adoc
Ephapax v2,ephapax,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"b289a47bb418d4772a158e8fa636739e0986a646; ## main...origin/main [ahead 13, behind 15]",guix.scm
AffineScript v2,affinescript,Languages and research,Syntax,D,Current v2 soundness boundary reviewed. Removed v1 refinement features must not be re-advertised through bridges.,eaf4f4912f74d32c6837035927b8028faa471416; ## fix/nested-pattern-guards...origin/fix/nested-pattern-guards,docs/academic/formal-verification/solo-core/Syntax.idr; editors/tree-sitter-affinescript/grammar.js; editors/vscode/syntaxes/affinescript.tmLanguage.json
AffineScript v2,affinescript,Languages and research,Semantics,D,Current v2 soundness boundary reviewed. Removed v1 refinement features must not be re-advertised through bridges.,eaf4f4912f74d32c6837035927b8028faa471416; ## fix/nested-pattern-guards...origin/fix/nested-pattern-guards,docs/SOUNDNESS.adoc; docs/academic/formal-verification/axiomatic-semantics.adoc; docs/academic/formal-verification/denotational-semantics.adoc
